日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20250630,2378,ルネサンス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2379,ディップ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20250630,237A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2384,ＳＢＳホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20250630,2385,総医研ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2388,ウェッジホールディングス,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20250630,2389,デジタルホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,238A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2391,プラネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2393,日本ケアサプライ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2395,新日本科学,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,239A,バレッグス,PRO Market,8050,不動産業,17,不動産,-,-
20250630,2404,鉄人化ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2408,ＫＧ情報,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2410,キャリアデザインセンター,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2411,ゲンダイエージェンシー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2413,エムスリー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20250630,2415,ヒューマンホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2418,ツカダ・グローバルホールディング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,241A,ＲＯＸＸ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2424,ブラス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2425,ケアサービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2428,ウェルネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2429,ワールドホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2432,ディー・エヌ・エー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20250630,2433,博報堂ＤＹホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20250630,2435,シダー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2436,共同ピーアール,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2438,アスカネット,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,243A,トップス,PRO Market,3050,食料品,1,食品,-,-
20250630,2440,ぐるなび,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2445,タカミヤ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2449,プラップジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,244A,グロースエクスパートナーズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2452,コンピュータマインド,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2454,オールアバウト,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2459,アウンコンサルティング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,245A,ＩＮＧＳ,グロース（内国株式）,6100,小売業,14,小売,-,-
20250630,2461,ファンコミュニケーションズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2462,ライク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2464,Ａｏｂａ‐ＢＢＴ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2469,ヒビノ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,246A,アスア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2471,エスプール,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2475,ＷＤＢホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2477,手間いらず,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2479,ジェイテック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,247A,Ａｉロボティクス,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20250630,2480,システム・ロケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2481,タウンニュース社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2483,翻訳センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2484,出前館,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2485,ティア,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2488,ＪＴＰ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2489,アドウェイズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,248A,キッズスター,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2491,バリューコマース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20250630,2492,インフォマート,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20250630,2493,イーサポートリンク,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2497,ユナイテッド,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2498,オリエンタルコンサルタンツホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2499,日本和装ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,249A,ヒューマンアジャスト,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2501,サッポロホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2502,アサヒグループホールディングス,プライム（内国株式）,3050,食料品,1,食品,2,TOPIX Large70
20250630,2503,キリンホールディングス,プライム（内国株式）,3050,食料品,1,食品,2,TOPIX Large70
20250630,250A,シマダヤ,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2516,東証グロース２５０ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,251A,ニューロマジック,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20250630,2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-
20250630,2525,ＮＺＡＭ　上場投信　日経２２５,ETF・ETN,-,-,-,-,-,-
20250630,2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
20250630,2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20250630,2528,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20250630,2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,252A,ウェッジ,PRO Market,6100,小売業,14,小売,-,-
20250630,2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2531,宝ホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2533,オエノンホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,253A,ＥＴＳグループ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20250630,2540,養命酒製造,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,254A,ＡＩフュージョンキャピタルグループ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20250630,2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,ETF・ETN,-,-,-,-,-,-
20250630,2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,ETF・ETN,-,-,-,-,-,-
20250630,2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2555,東証ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
20250630,2557,ＳＭＤＡＭ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,ETF・ETN,-,-,-,-,-,-
20250630,255A,ジーエルテクノホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20250630,2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20250630,2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2566,上場インデックスファンド日経ＥＳＧリート,ETF・ETN,-,-,-,-,-,-
20250630,2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,ETF・ETN,-,-,-,-,-,-
20250630,2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,ETF・ETN,-,-,-,-,-,-
20250630,2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20250630,256A,飛島ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20250630,2573,北海道コカ・コーラボトリング,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2579,コカ・コーラ　ボトラーズジャパンホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,257A,ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,ETF・ETN,-,-,-,-,-,-
20250630,2585,ライフドリンク　カンパニー,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2586,フルッタフルッタ,グロース（内国株式）,3050,食料品,1,食品,-,-
20250630,2587,サントリー食品インターナショナル,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2588,プレミアムウォーターホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,258A,ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,ETF・ETN,-,-,-,-,-,-
20250630,2590,ダイドーグループホールディングス,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20250630,2593,伊藤園,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,25935,伊藤園第１種優先株式,プライム（内国株式）,3050,食料品,1,食品,-,-
20250630,2594,キーコーヒー,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2597,ユニカフェ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2602,日清オイリオグループ,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20250630,2607,不二製油,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,260A,オルツ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2612,かどや製油,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2613,Ｊ－オイルミルズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,261A,日水コン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2620,ｉシェアーズ　米国債１－３年　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2622,ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2623,ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,ETF・ETN,-,-,-,-,-,-
20250630,2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,ETF・ETN,-,-,-,-,-,-
20250630,2626,グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2627,グローバルＸ　ｅコマース－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2628,ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）,ETF・ETN,-,-,-,-,-,-
20250630,2629,ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,ETF・ETN,-,-,-,-,-,-
20250630,262A,インターメスティック,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2631,ＭＡＸＩＳナスダック１００上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2632,ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2633,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2634,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2635,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００スコアリング＆スクリーニング指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2636,グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2637,グローバルＸ　クリーンテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2638,グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2639,グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,263A,デジタルキューブ,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2640,グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2641,グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2642,ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株,ETF・ETN,-,-,-,-,-,-
20250630,2643,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2645,グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2646,グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2647,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2648,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2649,ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,264A,Ｓｃｈｏｏ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2652,まんだらけ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2653,イオン九州,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2654,アスモ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2656,ベクターホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2659,サンエー,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,265A,Ｈｍｃｏｍｍ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2664,カワチ薬品,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2666,オートウェーブ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2667,イメージ　ワン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2668,タビオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2669,カネ美食品,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,266A,グローカルマーケティング,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2670,エービーシー・マート,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20250630,2673,夢みつけ隊,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2674,ハードオフコーポレーション,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,2676,高千穂交易,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20250630,2678,アスクル,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,267A,トワライズ,PRO Market,7200,その他金融業,16,金融（除く銀行）,-,-
20250630,2681,ゲオホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2683,魚喜,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2685,アダストリア,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2686,ジーフット,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2687,シー・ヴイ・エス・ベイエリア,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2689,オルバヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,268A,リガク・ホールディングス,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20250630,2692,伊藤忠食品,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20250630,2693,ＹＫＴ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2694,焼肉坂井ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2695,くら寿司,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2698,キャンドゥ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,269A,Ｓａｐｅｅｔ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2700,木徳神糧,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2702,日本マクドナルドホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2705,大戸屋ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2708,久世,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,271A,アクセリア,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2721,ジェイホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2722,ＩＫホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2726,パルグループホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2730,エディオン,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2733,あらた,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20250630,2734,サーラコーポレーション,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,2735,ワッツ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2736,フェスタリアホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2737,トーメンデバイス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20250630,273A,ＳＢＩ　サウジアラビア株式上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2742,ハローズ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,2743,ピクセルカンパニーズ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2747,北雄ラッキー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2749,ＪＰホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20250630,274A,ガーデン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2750,石光商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2751,テンポスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2752,フジオフードグループ本社,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2753,あみやき亭,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,275A,ハンワホームズ,PRO Market,2050,建設業,3,建設・資材,-,-
20250630,2760,東京エレクトロン　デバイス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20250630,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2763,エフティグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2764,ひらまつ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2767,円谷フィールズホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20250630,2768,双日,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20250630,2769,ヴィレッジヴァンガードコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,276A,ククレブ・アドバイザーズ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2776,新都ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2778,パレモ・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,277A,グロービング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2780,コメ兵ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2782,セリア,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2784,アルフレッサ　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20250630,2788,アップルインターナショナル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2789,カルラ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20250630,2790,ナフコ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2791,大黒天物産,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20250630,2792,ハニーズホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20250630,2795,日本プリメックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2796,ファーマライズホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
